,channel_id,created_date,country,snippet_title,snippet_description,snippet_customurl,snippet_publishedat,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_localized_title,snippet_localized_description,contentdetails_relatedplaylists_likes,contentdetails_relatedplaylists_uploads,statistics_viewcount,statistics_subscribercount,statistics_hiddensubscribercount,statistics_videocount,topicdetails_topicids,topicdetails_topiccategories,status_privacystatus,status_islinked,status_longuploadsstatus,brandingsettings_channel_title,scrape_date
10,UC2TP2EQLvB-w1wrRpEH95dQ,2023-02-05T09:51:29.313593Z,AU,CloudWolf AWS,"CloudWolf is your path to AWS certifications.

CloudWolf was founded by two of the biggest names in online data science education, serial tech educators Kirill Eremenko and Hadelin de Ponteves.

For more than 8 years, Kirill and Hadelin have been creating technology courses on a range of topics, including Data Science, Machine Learning, AI, Blockchain, and more, which have been enrolled in by over 2.3 million students globally.

Kirill and Hadelin prioritize intuitive explanations and hands-on learning in their teaching approach, ensuring that learners can comprehend even the most complex concepts and progress rapidly in their careers.
",@cloudwolfaws,2023-02-05T09:51:29.313593Z,https://yt3.ggpht.com/l5t1pB57xNQNpmUeS3PMclktDmgDxgCaEiI0EsXv7eg4GlUyYpa7zH7FgUjUGYvqvRYN5CN6HOA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/l5t1pB57xNQNpmUeS3PMclktDmgDxgCaEiI0EsXv7eg4GlUyYpa7zH7FgUjUGYvqvRYN5CN6HOA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/l5t1pB57xNQNpmUeS3PMclktDmgDxgCaEiI0EsXv7eg4GlUyYpa7zH7FgUjUGYvqvRYN5CN6HOA=s800-c-k-c0x00ffffff-no-rj,800,800,CloudWolf AWS,"CloudWolf is your path to AWS certifications.

CloudWolf was founded by two of the biggest names in online data science education, serial tech educators Kirill Eremenko and Hadelin de Ponteves.

For more than 8 years, Kirill and Hadelin have been creating technology courses on a range of topics, including Data Science, Machine Learning, AI, Blockchain, and more, which have been enrolled in by over 2.3 million students globally.

Kirill and Hadelin prioritize intuitive explanations and hands-on learning in their teaching approach, ensuring that learners can comprehend even the most complex concepts and progress rapidly in their careers.
",,UU2TP2EQLvB-w1wrRpEH95dQ,484462,39800,False,362,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,CloudWolf AWS,1764668787029995000
11,UC36jlTVgiE271iqkaNKi4jg,2020-05-09T16:23:58.912219Z,ID,techandtips,"TEKNOLOGI TIDAK SERUMIT ITU 😊 

Kami ingin berbagi informasi teknologi segampang dan se-Fun mungkin 🍩 
Kalo kamu tertarik dengan dunia komputer, gadget dan teknologi, channel ini adalah tempat yang tepat untuk menambah info.",@techandtips,2020-05-09T16:23:58.912219Z,https://yt3.ggpht.com/JBVq7NgXlgjEIxGmMElAYgOIGW11yQWKUze_c3eUSVWrN7wKE1KZXS-o4JMjoSprgx9-0J1SGA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/JBVq7NgXlgjEIxGmMElAYgOIGW11yQWKUze_c3eUSVWrN7wKE1KZXS-o4JMjoSprgx9-0J1SGA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/JBVq7NgXlgjEIxGmMElAYgOIGW11yQWKUze_c3eUSVWrN7wKE1KZXS-o4JMjoSprgx9-0J1SGA=s800-c-k-c0x00ffffff-no-rj,800,800,techandtips,"TEKNOLOGI TIDAK SERUMIT ITU 😊 

Kami ingin berbagi informasi teknologi segampang dan se-Fun mungkin 🍩 
Kalo kamu tertarik dengan dunia komputer, gadget dan teknologi, channel ini adalah tempat yang tepat untuk menambah info.",,UU36jlTVgiE271iqkaNKi4jg,25131361,123000,False,945,"['/m/019_rr', '/m/07c1v', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Video_game_culture']",public,True,longUploadsUnspecified,techandtips,1764668787029995000
12,UC3XGlNq8O5hZlZBJlSFB4jg,2011-10-07T15:06:37Z,FI,Radu Mariescu-Istodor,"I have a PhD in Computer Science and I want to teach you things. I publish:
1. Courses I teach at the university
2. JavaScript project tutorials
3. Entertaining videos about coding
4. Advice I give to my students
5. Some weird things. You'll see...
",@radu,2011-10-07T15:06:37Z,https://yt3.ggpht.com/ytc/AIdro_nMFgu_A8hjwyfhtaCWDy5SLvM128j2yZ-xKoSC4xafJi0_=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_nMFgu_A8hjwyfhtaCWDy5SLvM128j2yZ-xKoSC4xafJi0_=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_nMFgu_A8hjwyfhtaCWDy5SLvM128j2yZ-xKoSC4xafJi0_=s800-c-k-c0x00ffffff-no-rj,800,800,Radu Mariescu-Istodor,"I have a PhD in Computer Science and I want to teach you things. I publish:
1. Courses I teach at the university
2. JavaScript project tutorials
3. Entertaining videos about coding
4. Advice I give to my students
5. Some weird things. You'll see...
",,UU3XGlNq8O5hZlZBJlSFB4jg,1830404,39600,False,427,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Radu Mariescu-Istodor,1764668787029995000
13,UC4SVo0Ue36XCfOyb5Lh1viQ,2019-10-10T14:40:46.568078Z,US,Bro Code,"Coding bootcamps HATE HIM! 🗿
",@brocodez,2019-10-10T14:40:46.568078Z,https://yt3.ggpht.com/ytc/AIdro_mPFVsxROj1dOtTWc9iNBwDYV4z42Q8LPokBSewiW9pCSg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_mPFVsxROj1dOtTWc9iNBwDYV4z42Q8LPokBSewiW9pCSg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_mPFVsxROj1dOtTWc9iNBwDYV4z42Q8LPokBSewiW9pCSg=s800-c-k-c0x00ffffff-no-rj,800,800,Bro Code,"Coding bootcamps HATE HIM! 🗿
",,UU4SVo0Ue36XCfOyb5Lh1viQ,180372434,3010000,False,1002,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Bro Code,1764668786732813000
14,UC4Xt-DUAapAtkfaWWkv4OAw,2013-11-20T17:40:25Z,US,Programming and Math Tutorials,"You just sat through a blah lecture on linked lists and you're completely lost. Don't lose hope! I break down complex computer science concepts and explain them in terms you can understand. In about 8 minutes you can learn how linked lists or binary search trees or Java streams work. This channel has hundreds of tutorial videos on simple and advanced programming concepts. I focus on data structures and algorithms, and teach you how to code in Java and Python. I also cover a lot of machine learning, artificial intelligence, Python libraries like Pandas and matplotlib, image processing, basic algebra, and much more. All the code presented is downloadable from my GitHub site. If you're struggling to master sorting algorithms or how to implement graphs in Java, Subscribe now!
",@joejamesusa,2013-11-20T17:40:25Z,https://yt3.ggpht.com/P6J13GIoTmxgh-Eg2bxQ-tTCi8nSKPqIHW1LbzGJlz94NULCIJoxVUznRUctjIV13Zs1prw6PA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/P6J13GIoTmxgh-Eg2bxQ-tTCi8nSKPqIHW1LbzGJlz94NULCIJoxVUznRUctjIV13Zs1prw6PA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/P6J13GIoTmxgh-Eg2bxQ-tTCi8nSKPqIHW1LbzGJlz94NULCIJoxVUznRUctjIV13Zs1prw6PA=s800-c-k-c0x00ffffff-no-rj,800,800,Programming and Math Tutorials,"You just sat through a blah lecture on linked lists and you're completely lost. Don't lose hope! I break down complex computer science concepts and explain them in terms you can understand. In about 8 minutes you can learn how linked lists or binary search trees or Java streams work. This channel has hundreds of tutorial videos on simple and advanced programming concepts. I focus on data structures and algorithms, and teach you how to code in Java and Python. I also cover a lot of machine learning, artificial intelligence, Python libraries like Pandas and matplotlib, image processing, basic algebra, and much more. All the code presented is downloadable from my GitHub site. If you're struggling to master sorting algorithms or how to implement graphs in Java, Subscribe now!
",,UU4Xt-DUAapAtkfaWWkv4OAw,10525471,79700,False,265,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Programming and Math Tutorials,1764668787029995000
15,UC4lM4hz_v5ixNjK54UwPEVw,2019-12-26T13:37:41.612225Z,GB,Machine Learning and AI Academy,"Welcome to Machine Learning and AI Academy, your new home for deep-diving into the world of machine learning! Unlike other channels, we don't just scratch the surface. Here, we believe that proper understanding comes from grappling with the details, which is why we're committed to walking you through the intricate mathematical foundations that power today's AI.

We'll examine a different machine learning algorithm, unpacking its mathematical underpinnings and assumptions and explaining how these influence real-world performance. Whether you're a student looking to supplement your studies, a professional aiming to upgrade your toolkit, or simply a curious mind eager to understand how machines learn, you've come to the right place.

Hit that subscribe button, ring the notification bell, and let's embark on this fascinating journey together. Welcome to Machine Learning and AI Academy – where machine learning meets clarity and depth.
",@mlandaiacademy,2019-12-26T13:37:41.612225Z,https://yt3.ggpht.com/msJVjP6SahfmBDVZOiiSGSRZzGk8gDk6mGSZTg7FAwQgPRkzVossxUm9XG9E4ezKDmSh9jHoqA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/msJVjP6SahfmBDVZOiiSGSRZzGk8gDk6mGSZTg7FAwQgPRkzVossxUm9XG9E4ezKDmSh9jHoqA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/msJVjP6SahfmBDVZOiiSGSRZzGk8gDk6mGSZTg7FAwQgPRkzVossxUm9XG9E4ezKDmSh9jHoqA=s800-c-k-c0x00ffffff-no-rj,800,800,Machine Learning and AI Academy,"Welcome to Machine Learning and AI Academy, your new home for deep-diving into the world of machine learning! Unlike other channels, we don't just scratch the surface. Here, we believe that proper understanding comes from grappling with the details, which is why we're committed to walking you through the intricate mathematical foundations that power today's AI.

We'll examine a different machine learning algorithm, unpacking its mathematical underpinnings and assumptions and explaining how these influence real-world performance. Whether you're a student looking to supplement your studies, a professional aiming to upgrade your toolkit, or simply a curious mind eager to understand how machines learn, you've come to the right place.

Hit that subscribe button, ring the notification bell, and let's embark on this fascinating journey together. Welcome to Machine Learning and AI Academy – where machine learning meets clarity and depth.
",,UU4lM4hz_v5ixNjK54UwPEVw,130497,11000,False,60,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Machine Learning and AI Academy,1764668787264490000
16,UC5jiGyfEcnFJNjtyS40c3Zg,2018-08-13T20:46:07Z,US,AWS Partner Network,"The AWS Partner Network (APN) is the global community of Partners who leverage Amazon Web Services to build solutions and services for customers. AWS helps Partners build, market, and sell their AWS offerings by providing valuable business, technical, and marketing support.",@awspartnernetwork,2018-08-13T20:46:07Z,https://yt3.ggpht.com/Q5Gajb9LYlc5WbU_ocmAxr9vRnVM4lH4pxxdFYa7n3vNYTG7uVL-Vq0yyOLc4m0i3AU-L-woug=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/Q5Gajb9LYlc5WbU_ocmAxr9vRnVM4lH4pxxdFYa7n3vNYTG7uVL-Vq0yyOLc4m0i3AU-L-woug=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/Q5Gajb9LYlc5WbU_ocmAxr9vRnVM4lH4pxxdFYa7n3vNYTG7uVL-Vq0yyOLc4m0i3AU-L-woug=s800-c-k-c0x00ffffff-no-rj,800,800,AWS Partner Network,"The AWS Partner Network (APN) is the global community of Partners who leverage Amazon Web Services to build solutions and services for customers. AWS helps Partners build, market, and sell their AWS offerings by providing valuable business, technical, and marketing support.",,UU5jiGyfEcnFJNjtyS40c3Zg,282980,12200,False,548,"['/m/019_rr', '/g/120y8l81', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Business', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,AWS Partner Network,1764668787264490000
17,UC5vr5PwcXiKX_-6NTteAlXw,2017-12-04T21:07:55Z,US,Python Tutorials for Digital Humanities,"On this channel, I provide tutorials for working with Python in a digital humanities project. I design my videos and tutorials for humanists who have no coding experience. I am a medieval historian by trade, but I create my videos with all humanists in mind. If you want to interact with the videos in more dynamic ways, check out my website, www.PythonHumanities.com. On that site, I host live coding exercises and quizzes. It is still a work in progress and will be complete during the Summer of 2020. I post 1-10 videos per week, so check back frequently.

✅Be my Patron: https://www.patreon.com/WJBMattingly
",@python-programming,2017-12-04T21:07:55Z,https://yt3.ggpht.com/ytc/AIdro_kXnlIZTUX2QFcfRSbvQjxZDFqj7EP03ojP3Xxr0dEmIdY=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_kXnlIZTUX2QFcfRSbvQjxZDFqj7EP03ojP3Xxr0dEmIdY=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_kXnlIZTUX2QFcfRSbvQjxZDFqj7EP03ojP3Xxr0dEmIdY=s800-c-k-c0x00ffffff-no-rj,800,800,Python Tutorials for Digital Humanities,"On this channel, I provide tutorials for working with Python in a digital humanities project. I design my videos and tutorials for humanists who have no coding experience. I am a medieval historian by trade, but I create my videos with all humanists in mind. If you want to interact with the videos in more dynamic ways, check out my website, www.PythonHumanities.com. On that site, I host live coding exercises and quizzes. It is still a work in progress and will be complete during the Summer of 2020. I post 1-10 videos per week, so check back frequently.

✅Be my Patron: https://www.patreon.com/WJBMattingly
",,UU5vr5PwcXiKX_-6NTteAlXw,3120207,36900,False,297,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Python Tutorials for Digital Humanities,1764668787029995000
18,UC68KSmHePPePCjW4v57VPQg,2008-08-16T08:48:33Z,GB,Python Programmer,"Hi I'm Giles, I make videos about learning 🧠 I have a degree in physics, a post graduate certificate in Data Science and am a former medical physics researcher and before all that I was a financial journalist. 

I share the best evidence based learning techniques to help you learn anything you want.



",@gilesmcmullen,2008-08-16T08:48:33Z,https://yt3.ggpht.com/ytc/AIdro_nIRNdG4jBmhOnEvlrRrEsVe0uoIoSfLBOSGu70FzBUFyg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_nIRNdG4jBmhOnEvlrRrEsVe0uoIoSfLBOSGu70FzBUFyg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_nIRNdG4jBmhOnEvlrRrEsVe0uoIoSfLBOSGu70FzBUFyg=s800-c-k-c0x00ffffff-no-rj,800,800,Python Programmer,"Hi I'm Giles, I make videos about learning 🧠 I have a degree in physics, a post graduate certificate in Data Science and am a former medical physics researcher and before all that I was a financial journalist. 

I share the best evidence based learning techniques to help you learn anything you want.



",,UU68KSmHePPePCjW4v57VPQg,49213129,767000,False,225,"['/m/07c1v', '/m/01k8wb', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Python Programmer,1764668786732813000
19,UC6Jxh95N32m1JvKG_-fQ6QQ,2015-10-14T20:09:18Z,US,OzTalksHW,,@oztalkshw,2015-10-14T20:09:18Z,https://yt3.ggpht.com/ytc/AIdro_mwf5HBgHNETpyRuyWh0SvtH0Gyt-FsFF5gjdLjvkJGgAs=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_mwf5HBgHNETpyRuyWh0SvtH0Gyt-FsFF5gjdLjvkJGgAs=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_mwf5HBgHNETpyRuyWh0SvtH0Gyt-FsFF5gjdLjvkJGgAs=s800-c-k-c0x00ffffff-no-rj,800,800,OzTalksHW,,,UU6Jxh95N32m1JvKG_-fQ6QQ,48059094,415000,False,256,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,OzTalksHW,1764668786732813000
20,UC7iCSSpCsNw34E1o0DwgJBA,2019-06-23T16:48:10Z,PH,Gadget Tech Tips,"PLEASE Subscribe for more upcoming TECH news, RUMORS, REVIEWS and TIPS about GADGETS . Thanks

EMAIL : rolando.morales1421@gmail.com
",@gadgettechtips,2019-06-23T16:48:10Z,https://yt3.ggpht.com/a-TK9SJhsszK35PGAjGN84ItVeBS-mH_RadOoCj0IQr2yJPsEP0nGOB6JMmBR5oHkPK9A3OT9Q=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/a-TK9SJhsszK35PGAjGN84ItVeBS-mH_RadOoCj0IQr2yJPsEP0nGOB6JMmBR5oHkPK9A3OT9Q=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/a-TK9SJhsszK35PGAjGN84ItVeBS-mH_RadOoCj0IQr2yJPsEP0nGOB6JMmBR5oHkPK9A3OT9Q=s800-c-k-c0x00ffffff-no-rj,800,800,Gadget Tech Tips,"PLEASE Subscribe for more upcoming TECH news, RUMORS, REVIEWS and TIPS about GADGETS . Thanks

EMAIL : rolando.morales1421@gmail.com
",,UU7iCSSpCsNw34E1o0DwgJBA,31529266,145000,False,1180,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Gadget Tech Tips,1764668787029995000
21,UC7kjWIK1H8tfmFlzZO-wHMw,2017-02-21T22:35:38Z,US,The TWIML AI Podcast with Sam Charrington,"Machine learning and artificial intelligence are dramatically changing the way businesses operate and people live. By sharing and amplifying the voices of a broad and diverse spectrum of machine learning and AI researchers, practitioners, and innovators, we hope to help make ML and AI more accessible and enhance the lives of our audience and their communities.

Through the podcast, we bring the top minds and ideas from the world of ML and AI to a broad and influential community of ML/AI researchers, data scientists, engineers, and tech-savvy business and IT leaders.

The TWIML AI Podcast is hosted by Sam Charrington, a sought-after industry analyst, speaker, commentator, and thought leader. Sam’s research is focused on the business and consumer application of machine learning and AI, bringing AI-powered products to market, and AI-enabled and -enabling technology platforms
",@twimlai,2017-02-21T22:35:38Z,https://yt3.ggpht.com/ytc/AIdro_n1gpGw1EHVL94I9N5giMhZod1F0xpY70epkDDfPBudA-M=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_n1gpGw1EHVL94I9N5giMhZod1F0xpY70epkDDfPBudA-M=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_n1gpGw1EHVL94I9N5giMhZod1F0xpY70epkDDfPBudA-M=s800-c-k-c0x00ffffff-no-rj,800,800,The TWIML AI Podcast with Sam Charrington,"Machine learning and artificial intelligence are dramatically changing the way businesses operate and people live. By sharing and amplifying the voices of a broad and diverse spectrum of machine learning and AI researchers, practitioners, and innovators, we hope to help make ML and AI more accessible and enhance the lives of our audience and their communities.

Through the podcast, we bring the top minds and ideas from the world of ML and AI to a broad and influential community of ML/AI researchers, data scientists, engineers, and tech-savvy business and IT leaders.

The TWIML AI Podcast is hosted by Sam Charrington, a sought-after industry analyst, speaker, commentator, and thought leader. Sam’s research is focused on the business and consumer application of machine learning and AI, bringing AI-powered products to market, and AI-enabled and -enabling technology platforms
",,UU7kjWIK1H8tfmFlzZO-wHMw,1116679,27300,False,1286,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,The TWIML AI Podcast with Sam Charrington,1764668787264490000
22,UC7pdnrWVj8eDfCI0bRe_0kQ,2014-02-02T03:08:24Z,US,Linux Training Academy,"Here are some of our most popular and helpful ""goodies.""

A Linux command line cheat sheet so you can quickly find the Linux command you need.
https://www.linuxtrainingacademy.com/linux-commands-cheat-sheet/

Tons of Linux system administrator projects to give you real-world Linux experience.
https://www.linuxtrainingacademy.com/linux-projects/

Over 1,500 coding project ideas to level-up your programming skills.
https://www.linuxtrainingacademy.com/projects/

A vim cheat sheet so you can get the most out of this popular text editor.
https://www.linuxtrainingacademy.com/vim-cheat-sheet/

We even have several Linux guides available in print and kindle formats.
http://amzn.to/2pQVgyk

Join our community to receive on-going Linux tip, tricks, and techniques.
https://www.linuxtrainingacademy.com/community/",@linuxtrainingacademy,2014-02-02T03:08:24Z,https://yt3.ggpht.com/ytc/AIdro_kWwtZvh5a2wHpyZELKo8XVuRRU971h40pE_PLZTbpPZw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_kWwtZvh5a2wHpyZELKo8XVuRRU971h40pE_PLZTbpPZw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_kWwtZvh5a2wHpyZELKo8XVuRRU971h40pE_PLZTbpPZw=s800-c-k-c0x00ffffff-no-rj,800,800,Linux Training Academy,"Here are some of our most popular and helpful ""goodies.""

A Linux command line cheat sheet so you can quickly find the Linux command you need.
https://www.linuxtrainingacademy.com/linux-commands-cheat-sheet/

Tons of Linux system administrator projects to give you real-world Linux experience.
https://www.linuxtrainingacademy.com/linux-projects/

Over 1,500 coding project ideas to level-up your programming skills.
https://www.linuxtrainingacademy.com/projects/

A vim cheat sheet so you can get the most out of this popular text editor.
https://www.linuxtrainingacademy.com/vim-cheat-sheet/

We even have several Linux guides available in print and kindle formats.
http://amzn.to/2pQVgyk

Join our community to receive on-going Linux tip, tricks, and techniques.
https://www.linuxtrainingacademy.com/community/",,UU7pdnrWVj8eDfCI0bRe_0kQ,1367371,27300,False,40,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Linux Training Academy,1764668787264490000
23,UC80PWRj_ZU8Zu0HSMNVwKWw,2015-11-20T09:21:06Z,IN,Codevolution,Tutorials on the latest tech in web development!,@codevolution,2015-11-20T09:21:06Z,https://yt3.ggpht.com/CZz3YkQI3pkX-F9yoNrKG1KDWWtcas4jXPcZ98ldQx6T-dGdo1t30kKKXHpZ4k4tjfEY4pskoQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/CZz3YkQI3pkX-F9yoNrKG1KDWWtcas4jXPcZ98ldQx6T-dGdo1t30kKKXHpZ4k4tjfEY4pskoQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/CZz3YkQI3pkX-F9yoNrKG1KDWWtcas4jXPcZ98ldQx6T-dGdo1t30kKKXHpZ4k4tjfEY4pskoQ=s800-c-k-c0x00ffffff-no-rj,800,800,Codevolution,Tutorials on the latest tech in web development!,,UU80PWRj_ZU8Zu0HSMNVwKWw,144253588,743000,False,1785,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Codevolution,1764668786732813000
24,UC9ESQKs98jVWjjUEWkvTMvA,2023-12-04T12:08:41.403496Z,IN,WsCube Cyber Security,"WsCube Cyber Security Youtube Channel is created for is your dedicated space for all things cybersecurity. It is your go-to source to learn ethical hacking, penetration testing, cyber attacks, and much more. 

On this cyber security channel, you will get regular content, covering:

🎥 In-depth Ethical Hacking Videos:
Hands-on tutorials and insightful content for both beginners and seasoned professionals.

🎙️ Ethical Hacking Interviews:
Get an exclusive peek into the minds of cybersecurity professionals and their experiences.

🚀 Ethical Hacking Shorts:
Quick, actionable tips and tricks to sharpen your cybersecurity skills on the go.

🎤 Ethical Hacking Podcast:
Industry experts, ethical hackers, and enthusiasts share experiences and discuss the latest trends.

🌟 Career Tips in Cyber Security:
Stay ahead with the latest tools, techniques, and best practices to shape your cybersecurity career.

🔔 Subscribe Now!

📲 Want to build a career in cyber security? Book Demo Class:  +91 8561089567 
",@wscubecybersecurity,2023-12-04T12:08:41.403496Z,https://yt3.ggpht.com/G6eWJ1KObX6sOrWwa2ukoeeYCCUjXkKy-qB32riVaPKNVjK0ySf2ac4BDRJgNytt33qa22tKYw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/G6eWJ1KObX6sOrWwa2ukoeeYCCUjXkKy-qB32riVaPKNVjK0ySf2ac4BDRJgNytt33qa22tKYw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/G6eWJ1KObX6sOrWwa2ukoeeYCCUjXkKy-qB32riVaPKNVjK0ySf2ac4BDRJgNytt33qa22tKYw=s800-c-k-c0x00ffffff-no-rj,800,800,WsCube Cyber Security,"WsCube Cyber Security Youtube Channel is created for is your dedicated space for all things cybersecurity. It is your go-to source to learn ethical hacking, penetration testing, cyber attacks, and much more. 

On this cyber security channel, you will get regular content, covering:

🎥 In-depth Ethical Hacking Videos:
Hands-on tutorials and insightful content for both beginners and seasoned professionals.

🎙️ Ethical Hacking Interviews:
Get an exclusive peek into the minds of cybersecurity professionals and their experiences.

🚀 Ethical Hacking Shorts:
Quick, actionable tips and tricks to sharpen your cybersecurity skills on the go.

🎤 Ethical Hacking Podcast:
Industry experts, ethical hackers, and enthusiasts share experiences and discuss the latest trends.

🌟 Career Tips in Cyber Security:
Stay ahead with the latest tools, techniques, and best practices to shape your cybersecurity career.

🔔 Subscribe Now!

📲 Want to build a career in cyber security? Book Demo Class:  +91 8561089567 
",,UU9ESQKs98jVWjjUEWkvTMvA,16922860,392000,False,644,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,WsCube Cyber Security,1764668786732813000
